000000000000000000000000001000000 000000000000000000100000000000000 0000000000000000000100000001000000
000000000000000000000000000000010 111111111111111111111111111100000 0111111111111111111111111111100010
000000010000000000000000000000000 111111111111111110000000000000000 1000000001111111110000000000000000
000000000000000000000000000000010 000000000000000000000000000001000 0000000000000000000000000000001010
000000000000000000000000000000100 111111111111111111111100000000000 0111111111111111111111100000000100
111111111111111111111111111100000 111111111111111111111111111111110 1111111111111111111111111111011110
111111111111111111111111100000000 111111111100000000000000000000000 1111111111011111111111111100000000
111111111111100000000000000000000 000000010000000000000000000000000 1000000001111100000000000000000000
100000000000000000000000000000000 111111111100000000000000000000000 1011111111100000000000000000000000
000000000000000000100000000000000 000000000000000100000000000000000 0000000000000000100100000000000000
111111111100000000000000000000000 000000000000000000000100000000000 0111111111100000000000100000000000
000010000000000000000000000000000 111111111111111111111111111000000 1000001111111111111111111111000000
000000000000000000100000000000000 111111111111111111100000000000000 1000000000000000000000000000000000
000000000000000000000000000000001 111111111111111100000000000000000 0111111111111111100000000000000001
111111111111111111100000000000000 100000000000000000000000000000000 1011111111111111111100000000000000
100000000000000000000000000000000 111111111111111100000000000000000 1011111111111111100000000000000000
111111111110000000000000000000000 000000000000000000000000010000000 0111111111110000000000000010000000
111111111111111111111110000000000 111111111111111111111111111110000 1111111111111111111111101111110000
000000000000000100000000000000000 111111111111110000000000000000000 0111111111111110100000000000000000
000000000010000000000000000000000 000000000000000000000000000100000 0000000000010000000000000000100000
111111111111111111110000000000000 100000000000000000000000000000000 1011111111111111111110000000000000
111111111111111111111111111111110 111111111100000000000000000000000 1111111111011111111111111111111110
000000000000000000001000000000000 111100000000000000000000000000000 0111100000000000000001000000000000
111111111111111111100000000000000 111111111111111111111100000000000 1111111111111111111011100000000000
111111111111111111111111100000000 111111110000000000000000000000000 1111111101111111111111111100000000
000000000000000000000000000000100 000000000000000100000000000000000 0000000000000000100000000000000100
111111111111111111111110000000000 000000000000000000000000000100000 0111111111111111111111110000100000
111111111111110000000000000000000 111111111111110000000000000000000 1111111111111100000000000000000000
000000000000000000000000010000000 111111111111111111111111111111111 1000000000000000000000000001111111
111111111111111111111111100000000 000001000000000000000000000000000 1000000111111111111111111100000000
000000000000000000000000000000010 000000000000000000000000000100000 0000000000000000000000000000100010
000000000000000000000000000010000 111000000000000000000000000000000 0111000000000000000000000000010000
000000000000000000000000000000100 000000000000000000000000000000001 0000000000000000000000000000000101
000000000000010000000000000000000 111111111111111111111111111100000 1000000000000001111111111111100000
111111111111110000000000000000000 000000000000000000010000000000000 0111111111111110000010000000000000
111111111111111111111110000000000 111000000000000000000000000000000 1110111111111111111111110000000000
111111111100000000000000000000000 001000000000000000000000000000000 1000111111100000000000000000000000
000000000010000000000000000000000 000000000001000000000000000000000 0000000000011000000000000000000000
111111111000000000000000000000000 111110000000000000000000000000000 1111101111000000000000000000000000
111111111111111111111111111111111 000000000000000010000000000000000 1000000000000000001111111111111111
110000000000000000000000000000000 111000000000000000000000000000000 1101000000000000000000000000000000
111111111111111111111111111110000 111111111111111111000000000000000 1111111111111111110111111111110000
000000000000001000000000000000000 111111111111111111111000000000000 1000000000000000111111000000000000
111111111111000000000000000000000 000000000000000000010000000000000 0111111111111000000010000000000000
111111111111111111111111111111000 111111111111111111111100000000000 1111111111111111111111011111111000
000000000000000000000000000000001 111111111111111111111111111110000 0111111111111111111111111111110001
000000000000000000000000000010000 000000000000000000000000000000100 0000000000000000000000000000010100
000100000000000000000000000000000 111111111111111100000000000000000 1000011111111111100000000000000000
111111111111111111111111111110000 000000000000000000000000000010000 1000000000000000000000000000000000
000000000000000001000000000000000 111111111111111111110000000000000 1000000000000000000110000000000000
000000000000000001000000000000000 000000000000000000000100000000000 0000000000000000001000100000000000
000000000000100000000000000000000 111000000000000000000000000000000 0111000000000100000000000000000000
111111111100000000000000000000000 000000000000000000000000000001000 0111111111100000000000000000001000
111111111111111111110000000000000 111111111111111111110000000000000 1111111111111111111100000000000000
000001000000000000000000000000000 000000000001000000000000000000000 0000001000001000000000000000000000
000000000000000000000000100000000 000000000000000010000000000000000 0000000000000000010000000100000000
111111111111111111111111100000000 000000000000100000000000000000000 1000000000000011111111111100000000
110000000000000000000000000000000 000010000000000000000000000000000 0110010000000000000000000000000000
000000010000000000000000000000000 111111111111111111111000000000000 1000000001111111111111000000000000
000000000000000000000000000000001 000000000100000000000000000000000 0000000000100000000000000000000001
000000001000000000000000000000000 111111111111111111111111111111100 1000000000111111111111111111111100
111111111110000000000000000000000 000000000000000000000000000000001 0111111111110000000000000000000001
111111111111111100000000000000000 000000000000000000000000000010000 0111111111111111100000000000010000
111111111111111111111111111000000 111111111111111111111100000000000 1111111111111111111111011111000000
000001000000000000000000000000000 111111110000000000000000000000000 1000000110000000000000000000000000
111111111000000000000000000000000 111100000000000000000000000000000 1111011111000000000000000000000000
000000000000000000001000000000000 000000000000000000000000100000000 0000000000000000000001000100000000
000000000000010000000000000000000 000000000001000000000000000000000 0000000000001010000000000000000000
111110000000000000000000000000000 000000000010000000000000000000000 0111110000010000000000000000000000
000000000000100000000000000000000 100000000000000000000000000000000 0100000000000100000000000000000000
000000000000000000000000000100000 000000000000000000001000000000000 0000000000000000000001000000100000
000000000000100000000000000000000 000000000000000100000000000000000 0000000000000100100000000000000000
000000000000000000000100000000000 111111111111111111111111111111110 1000000000000000000000011111111110
110000000000000000000000000000000 111111111111111110000000000000000 1101111111111111110000000000000000
000000000000000000000000000010000 000000000000000000000000000000010 0000000000000000000000000000010010
111111111110000000000000000000000 010000000000000000000000000000000 1001111111110000000000000000000000
000000000000000000001000000000000 111111111111100000000000000000000 0111111111111100000001000000000000
000000000000000000000000010000000 001000000000000000000000000000000 0001000000000000000000000010000000
111111111111111111111111111111111 000000000000000000000000000010000 1000000000000000000000000000001111
000000000100000000000000000000000 111111111110000000000000000000000 1000000000010000000000000000000000
000000000000000000000001000000000 111111111111111111111110000000000 0111111111111111111111111000000000
001000000000000000000000000000000 000000000000000000000000000000001 0001000000000000000000000000000001
111111111111111111110000000000000 100000000000000000000000000000000 1011111111111111111110000000000000
111111111100000000000000000000000 000000000000000100000000000000000 0111111111100000100000000000000000
000000000000000000000000000000100 000000000000001000000000000000000 0000000000000001000000000000000100
000000000100000000000000000000000 000000000010000000000000000000000 0000000000110000000000000000000000
000000000000000000001000000000000 000010000000000000000000000000000 0000010000000000000001000000000000
000010000000000000000000000000000 111111000000000000000000000000000 1000001000000000000000000000000000
001000000000000000000000000000000 000010000000000000000000000000000 0001010000000000000000000000000000
111111111111110000000000000000000 111111111111100000000000000000000 1111111111111010000000000000000000
000000001000000000000000000000000 000000000100000000000000000000000 0000000001100000000000000000000000
100000000000000000000000000000000 000000000000010000000000000000000 0100000000000010000000000000000000
111111111111111100000000000000000 000000000000000000001000000000000 0111111111111111100001000000000000
111111111111111111111111111111100 001000000000000000000000000000000 1000111111111111111111111111111100
000000000010000000000000000000000 111111111111111100000000000000000 1000000000001111100000000000000000
111111111111111111111111111111000 111111111111111111111000000000000 1111111111111111111110111111111000
111111111111100000000000000000000 111111111111111111111111100000000 1111111111111011111111111100000000
111111111111111111111111111100000 000000000010000000000000000000000 1000000000001111111111111111100000
111111110000000000000000000000000 000000000000000000100000000000000 0111111110000000000100000000000000
000000000000000000001000000000000 000000000000001000000000000000000 0000000000000001000001000000000000
111111111111000000000000000000000 111000000000000000000000000000000 1110111111111000000000000000000000
111111111111111111111111111000000 000000000010000000000000000000000 1000000000001111111111111111000000
111111100000000000000000000000000 111111111111111111000000000000000 1111111011111111111000000000000000
111111111111111111111111111111111 111111111111110000000000000000000 1111111111111101111111111111111111
