-2.2729620541415506e+62   +  j * -4.4285035475068893e+267
5.8236338828482604e+146   +  j * -7.6225772697391490e-216
7.1588541248425485e+263   +  j * 1.2488463012223806e-136
-1.4675247940571295e+97   +  j * -3.7626484902807761e-140
-1.8465651504690719e-55   +  j * -4.5191307486014461e-101
-5.2776571558487285e-184   +  j * -1.1132478302547250e-44
-1.9978755822140723e+145   +  j * -2.2500996621450410e-257
3.8374749504966129e+45   +  j * -2.9541927432672339e+89
-8.4845907023892705e-241   +  j * 4.6781807051631667e-122
3.1356819806826106e+51   +  j * -1.1379717521858231e+196
4.0382144190906648e+244   +  j * -8.7570439104932488e+272
-1.5201309739036432e-291   +  j * 7.7817896040233688e+205
-1.0573807787726587e+27   +  j * 4.4438644129737656e+113
-1.9571251389110567e-227   +  j * -8.5734307562279311e+32
-1.5968271441476371e+221   +  j * -3.1686054738145115e+203
1.3319022686097602e+179   +  j * 2.2315409456483735e+307
-1.5409389463202956e-275   +  j * -5.9104036248811384e-143
2.2771140837077253e-195   +  j * -3.6652222207253215e+223
1.4718527523132932e-120   +  j * -2.3665268108320053e+134
-1.2845723739945309e-284   +  j * -5.2487012039764210e+203
1.0308125506589944e+300   +  j * -1.8833243625106322e-213
-2.9818057258644492e-223   +  j * 8.9192434008820564e-04
9.6741561215821818e-219   +  j * 2.3291084523991730e-08
1.8307016761650686e-299   +  j * 1.0610006548659366e+279
-4.9105063312527532e+106   +  j * -3.4678918177783986e-182
7.6944542235550044e+171   +  j * 4.9826416957979020e-76
9.5117669155632366e-121   +  j * -7.2585668173839407e-215
-1.8828743354448655e+269   +  j * -1.4254671070545443e-104
9.5489411312796984e+51   +  j * -3.1315147850198417e+86
-1.0087059199861333e+121   +  j * 5.9028950516721183e+303
-2.9063780377021097e+51   +  j * 8.8751855810796412e-110
2.6782366353355787e+96   +  j * -1.3057942851301888e-294
-1.4150935736583047e+110   +  j * 9.0437492445748433e+235
-1.0159313411763240e+145   +  j * 1.3499328368964247e+159
7.3601123934642931e-36   +  j * -1.8785750430451635e+78
-6.4679558667522908e+153   +  j * -4.0425803414706322e+298
-2.7484578221292260e+229   +  j * -5.9360826356440352e+183
7.1527897644609409e-172   +  j * 6.0814857118870995e-54
-2.0629624200983514e-145   +  j * 1.8093065516587604e-64
-2.7704171372840449e+162   +  j * -9.5286112458082079e+274
1.0536475681559250e-137   +  j * 4.4028961307560644e-11
-1.5610108449046419e-103   +  j * -8.7714002017747953e-173
-5.6276225409436063e+89   +  j * -2.0993402677467569e-26
4.0693551606298547e-150   +  j * 4.1897511565506689e+21
2.6898923567983214e-130   +  j * 3.5060016497153818e-22
-3.4598457204661289e-103   +  j * 3.9507626541498256e+306
-1.7880492659625673e-156   +  j * 4.0359343221097019e+207
1.2668749930484968e-74   +  j * -1.0281456409139330e+27
-4.5067479221592321e-210   +  j * -2.8324335559628236e-241
3.5960410812947389e-52   +  j * 1.2325535703110968e+224
3.2741462035780193e+10   +  j * -5.6505840843919507e-104
2.3354891906859281e+284   +  j * 5.6328053728431874e-161
2.0297743804484806e-212   +  j * -2.4929285894416997e-225
-3.2843530126466330e-302   +  j * -1.0416295107610705e-122
-2.0024278804148467e-131   +  j * 1.5724880424447095e-194
-1.7439830212873830e+270   +  j * -1.3545999970954861e-32
2.5738689954311482e-49   +  j * 2.4716574092500909e-192
1.9092181224324387e-296   +  j * 4.3113314354532296e-103
